employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,jobinvolvement,performancerating,retirementdate,retirementtype,resignationreason
3588,4.0,4.0,2.0,29,travel_rarely,research & development,3,3,technical degree,female,2,healthcare representative,divorced,48050,3,16,1,9.0,2,7,1,7,3,3,,,
3589,3.0,3.0,2.0,34,travel_rarely,sales,9,4,medical,female,2,laboratory technician,married,27410,0,15,1,2.0,3,1,0,0,3,3,,,
3590,2.0,2.0,3.0,44,travel_rarely,research & development,4,3,life sciences,female,1,laboratory technician,married,42620,7,18,0,26.0,2,22,3,10,3,3,,,
3591,4.0,3.0,3.0,33,travel_rarely,research & development,8,2,life sciences,female,2,research scientist,divorced,161840,0,13,1,10.0,2,9,0,8,4,3,,,
3592,2.0,4.0,3.0,19,travel_rarely,sales,2,4,marketing,male,3,laboratory technician,single,115570,1,22,0,1.0,0,1,0,1,3,4,,,
3593,4.0,3.0,3.0,23,travel_rarely,sales,2,3,medical,male,3,laboratory technician,married,18780,1,13,1,1.0,2,1,0,1,3,3,,,
3594,3.0,4.0,3.0,25,travel_frequently,research & development,1,1,life sciences,male,1,manufacturing director,single,109320,1,11,1,1.0,3,1,1,0,3,3,2016-08-27,resignation,stress
3595,3.0,4.0,2.0,26,travel_rarely,human resources,9,3,life sciences,male,2,research scientist,single,68110,1,11,1,8.0,4,8,2,2,3,3,,,
3596,1.0,2.0,3.0,45,travel_rarely,human resources,12,3,human resources,male,2,laboratory technician,single,43060,2,11,2,26.0,3,24,1,11,3,3,2016-01-15,resignation,others
3597,4.0,2.0,3.0,55,non-travel,research & development,27,3,life sciences,female,2,manager,divorced,48590,1,24,1,34.0,3,33,15,0,4,4,,,
3598,1.0,3.0,1.0,21,travel_frequently,research & development,20,2,medical,female,4,research scientist,single,53370,1,14,1,2.0,2,2,2,2,3,3,2016-04-19,resignation,stress
3599,4.0,2.0,3.0,46,travel_rarely,research & development,1,4,life sciences,male,1,manufacturing director,married,23400,2,13,1,26.0,2,11,0,8,1,3,,,
3600,3.0,1.0,3.0,34,travel_rarely,sales,13,4,medical,male,3,sales representative,single,74910,0,14,1,4.0,3,3,0,2,2,3,,,
3601,4.0,2.0,2.0,51,travel_frequently,research & development,14,3,life sciences,male,2,research director,divorced,105270,4,14,0,31.0,3,29,11,10,3,3,,,
3602,4.0,4.0,2.0,59,travel_rarely,research & development,4,2,life sciences,male,2,research scientist,single,165950,6,21,1,25.0,2,9,5,4,3,4,,,
3603,3.0,2.0,4.0,34,travel_frequently,sales,14,4,medical,female,3,research scientist,divorced,88340,4,13,1,15.0,1,11,5,10,3,3,,,
3604,4.0,3.0,2.0,28,travel_frequently,research & development,2,3,other,female,1,manager,single,55770,0,19,0,5.0,3,4,0,2,3,3,,,
3605,3.0,1.0,2.0,44,travel_rarely,research & development,3,4,life sciences,male,2,research scientist,divorced,47070,1,17,0,26.0,4,25,14,13,1,3,,,
3606,3.0,2.0,4.0,34,travel_frequently,sales,1,3,life sciences,male,2,sales executive,married,24000,4,18,1,14.0,3,10,1,8,3,3,,,
3607,3.0,3.0,3.0,35,travel_rarely,research & development,9,3,life sciences,male,4,healthcare representative,married,98240,0,19,0,4.0,2,3,2,2,3,3,,,
3608,2.0,2.0,3.0,42,travel_rarely,research & development,23,4,life sciences,female,1,manager,married,64470,6,13,0,18.0,3,1,0,0,3,3,,,
3609,4.0,4.0,4.0,43,travel_rarely,research & development,7,2,medical,female,1,laboratory technician,single,195020,3,18,2,23.0,3,21,15,17,4,3,,,
3610,3.0,2.0,3.0,36,travel_rarely,research & development,2,4,medical,male,1,healthcare representative,single,27250,9,21,1,18.0,4,16,5,12,2,4,,,
3611,1.0,4.0,3.0,44,travel_rarely,research & development,21,4,life sciences,female,2,laboratory technician,married,62720,1,19,1,10.0,3,10,0,5,3,3,2016-02-14,resignation,others
3612,4.0,4.0,3.0,28,travel_frequently,research & development,2,3,life sciences,female,2,sales representative,married,21270,1,14,0,2.0,3,2,2,2,3,3,,,
3613,2.0,3.0,2.0,51,travel_frequently,sales,21,4,medical,male,2,research scientist,single,182000,0,17,0,8.0,3,7,7,7,3,3,,,
3614,3.0,3.0,3.0,30,non-travel,research & development,2,4,other,male,1,research scientist,single,20960,7,11,3,10.0,2,8,1,7,3,3,,,
3615,2.0,3.0,3.0,29,travel_rarely,research & development,29,4,technical degree,female,1,sales representative,divorced,28860,3,13,0,10.0,4,7,7,7,3,3,2016-05-03,resignation,others
3616,4.0,1.0,2.0,28,travel_rarely,sales,1,4,life sciences,female,2,sales representative,single,20330,2,15,1,5.0,5,3,1,2,3,3,,,
3617,4.0,2.0,2.0,25,travel_rarely,research & development,18,2,life sciences,male,1,research scientist,single,36220,1,25,0,2.0,0,2,2,1,3,4,,,
3618,3.0,4.0,4.0,32,travel_rarely,research & development,10,4,other,female,1,sales executive,married,42330,1,11,0,10.0,5,10,0,8,3,3,,,
3619,2.0,2.0,3.0,45,travel_frequently,research & development,19,3,medical,male,3,laboratory technician,single,36810,3,17,1,22.0,2,0,0,0,3,3,,,
3620,3.0,2.0,3.0,39,travel_rarely,sales,29,1,marketing,female,1,laboratory technician,divorced,54600,6,13,2,21.0,3,19,15,2,3,3,,,
3621,1.0,3.0,3.0,58,travel_rarely,research & development,27,3,other,male,2,laboratory technician,divorced,21870,1,18,1,2.0,1,2,2,2,1,3,,,
3622,4.0,3.0,3.0,32,travel_rarely,research & development,5,3,technical degree,female,1,sales executive,married,96020,1,13,1,10.0,3,10,1,1,3,3,2016-09-06,resignation,salary
3623,3.0,1.0,3.0,39,travel_rarely,research & development,18,2,life sciences,male,2,laboratory technician,single,28360,0,20,0,6.0,3,5,0,3,2,4,2016-01-06,resignation,others
3624,1.0,4.0,3.0,30,travel_rarely,sales,9,1,marketing,male,4,research director,married,40890,0,18,0,10.0,2,9,6,7,4,3,,,
3625,4.0,3.0,3.0,36,travel_rarely,sales,1,3,marketing,male,2,sales executive,married,166270,3,12,0,10.0,5,7,1,7,2,3,,,
3626,4.0,1.0,4.0,46,travel_rarely,sales,4,3,medical,male,1,research scientist,single,26190,6,12,1,10.0,3,7,5,7,2,3,,,
3627,3.0,4.0,3.0,28,non-travel,research & development,1,3,medical,male,5,sales executive,married,56790,0,13,0,10.0,2,9,7,5,2,3,,,
3628,4.0,1.0,3.0,50,travel_rarely,research & development,20,2,medical,female,5,laboratory technician,married,154020,4,21,0,25.0,3,3,1,2,2,4,,,
3629,4.0,2.0,3.0,40,travel_rarely,sales,8,1,other,male,1,laboratory technician,single,59850,2,13,3,9.0,1,5,1,0,2,3,2016-06-23,resignation,salary
3630,2.0,2.0,2.0,52,travel_rarely,research & development,3,2,technical degree,male,3,laboratory technician,single,25790,9,19,1,10.0,1,8,7,7,3,3,2016-10-28,resignation,others
3631,2.0,1.0,3.0,30,travel_rarely,research & development,6,4,medical,female,1,sales executive,married,30410,1,11,1,9.0,2,9,0,8,2,3,,,
3632,1.0,3.0,3.0,39,travel_rarely,research & development,26,1,medical,male,2,healthcare representative,single,34470,0,14,0,9.0,5,8,1,7,3,3,,,
3633,4.0,3.0,2.0,31,non-travel,research & development,1,2,medical,male,1,sales executive,divorced,195130,1,12,1,10.0,1,10,9,6,2,3,,,
3634,3.0,2.0,3.0,41,non-travel,sales,6,3,life sciences,female,1,research director,single,27730,1,11,0,19.0,3,19,11,9,3,3,,,
3635,4.0,2.0,4.0,31,travel_frequently,research & development,3,1,life sciences,male,1,sales executive,single,71040,1,14,1,3.0,3,3,2,2,3,3,2016-01-18,resignation,others
3636,1.0,1.0,4.0,44,travel_rarely,sales,5,3,life sciences,male,1,laboratory technician,married,63220,4,11,1,10.0,2,3,1,2,3,3,2016-07-11,resignation,others
3637,3.0,3.0,2.0,42,non-travel,research & development,4,3,life sciences,male,2,laboratory technician,married,20830,0,12,2,21.0,3,20,2,10,2,3,,,
3638,4.0,3.0,3.0,55,travel_rarely,sales,11,3,technical degree,male,2,manufacturing director,married,83810,4,15,1,23.0,3,19,9,11,3,3,,,
3639,4.0,2.0,3.0,56,travel_rarely,sales,3,2,medical,female,3,manufacturing director,single,26910,6,16,1,36.0,6,7,7,7,3,3,,,
3640,3.0,3.0,3.0,40,non-travel,research & development,1,1,life sciences,male,1,laboratory technician,divorced,42860,9,15,0,6.0,6,4,0,0,3,3,,,
3641,4.0,4.0,2.0,34,travel_rarely,research & development,3,2,technical degree,male,2,research director,divorced,26590,0,24,3,10.0,2,9,1,6,3,4,,,
3642,3.0,4.0,3.0,40,travel_rarely,sales,4,3,medical,male,2,sales executive,single,94340,1,13,1,9.0,3,9,8,8,2,3,,,
3643,3.0,1.0,3.0,41,travel_frequently,sales,1,4,other,female,2,healthcare representative,divorced,55610,0,11,0,10.0,2,9,1,7,2,3,,,
3644,3.0,3.0,3.0,35,travel_frequently,sales,1,2,technical degree,male,2,manager,single,66460,1,13,1,9.0,2,9,1,1,2,3,,,
3645,3.0,2.0,3.0,51,travel_rarely,sales,18,2,life sciences,male,4,manufacturing director,divorced,77250,1,13,1,33.0,2,33,0,10,3,3,,,
3646,2.0,1.0,3.0,38,travel_rarely,sales,2,4,life sciences,female,1,research scientist,divorced,107250,3,18,0,11.0,5,7,1,7,2,3,,,
3647,3.0,1.0,4.0,34,travel_rarely,sales,4,3,life sciences,male,2,research scientist,single,88470,1,16,0,10.0,3,10,9,6,4,3,,,
3648,4.0,4.0,2.0,25,travel_rarely,research & development,6,2,medical,female,4,research scientist,married,20450,3,19,0,7.0,3,3,1,2,3,3,,,
3649,3.0,1.0,2.0,58,travel_rarely,sales,1,4,technical degree,male,2,sales executive,married,10090,7,13,2,31.0,3,10,5,9,4,3,2016-03-29,resignation,others
3650,2.0,2.0,3.0,40,travel_rarely,research & development,14,4,medical,female,1,research scientist,married,33480,3,22,0,7.0,2,4,0,3,1,4,,,
3651,1.0,1.0,2.0,36,travel_frequently,sales,16,2,life sciences,male,1,research scientist,married,12810,2,11,0,17.0,2,15,6,13,3,3,,,
3652,4.0,4.0,3.0,48,travel_rarely,research & development,2,1,life sciences,male,2,research scientist,single,28190,1,20,0,11.0,2,10,0,8,2,4,,,
3653,3.0,4.0,3.0,27,travel_rarely,research & development,2,3,life sciences,female,2,laboratory technician,married,48510,8,18,0,5.0,2,1,0,0,3,3,,,
3654,4.0,2.0,2.0,51,travel_rarely,research & development,4,1,medical,female,3,manufacturing director,single,40280,3,14,0,29.0,3,5,0,3,3,3,,,
3655,4.0,4.0,2.0,18,non-travel,research & development,1,4,medical,male,2,sales executive,single,27200,1,22,1,0.0,2,0,0,0,3,4,,,
3656,4.0,4.0,3.0,35,travel_rarely,research & development,1,4,other,female,2,research director,married,81200,0,13,0,10.0,2,9,0,0,2,3,,,
3657,4.0,4.0,3.0,27,travel_frequently,research & development,26,4,medical,female,1,research director,single,46470,3,17,0,8.0,3,6,0,0,4,3,,,
3658,1.0,3.0,2.0,55,travel_rarely,research & development,19,3,technical degree,male,1,human resources,single,46800,6,14,3,24.0,0,19,3,8,4,3,2016-04-22,resignation,others
3659,4.0,2.0,3.0,56,travel_rarely,research & development,24,4,life sciences,male,2,laboratory technician,married,32210,4,15,2,33.0,2,19,15,9,3,3,,,
3660,1.0,3.0,3.0,34,non-travel,sales,1,2,life sciences,male,2,research scientist,divorced,86210,1,17,1,5.0,1,5,0,0,3,3,,,
3661,2.0,3.0,3.0,40,travel_rarely,research & development,3,3,life sciences,male,2,sales executive,divorced,45770,5,11,1,15.0,3,12,11,8,2,3,,,
3662,2.0,3.0,3.0,34,travel_rarely,research & development,5,3,life sciences,male,1,research scientist,married,45530,4,18,1,10.0,2,8,7,7,4,3,,,
3663,3.0,4.0,4.0,31,travel_frequently,research & development,2,2,medical,female,2,manufacturing director,single,53960,7,17,1,3.0,2,1,0,0,1,3,2016-11-08,resignation,others
3664,4.0,3.0,2.0,35,travel_frequently,research & development,1,2,medical,male,1,manufacturing director,married,67960,0,13,0,5.0,2,4,3,2,3,3,2016-11-05,resignation,others
3665,4.0,3.0,3.0,38,travel_frequently,research & development,7,3,medical,female,2,sales representative,divorced,76250,1,15,0,4.0,2,4,0,3,2,3,,,
3666,3.0,4.0,4.0,34,travel_rarely,research & development,10,4,other,female,2,laboratory technician,single,74120,1,24,0,14.0,4,14,4,11,3,4,,,
3667,3.0,1.0,3.0,28,travel_rarely,research & development,2,3,life sciences,female,2,healthcare representative,married,111590,1,12,0,5.0,2,5,0,4,3,3,,,
3668,4.0,3.0,2.0,31,travel_rarely,research & development,15,2,life sciences,male,2,sales executive,married,49600,1,15,0,10.0,3,10,6,7,2,3,2016-08-18,resignation,salary
3669,1.0,4.0,4.0,39,travel_rarely,research & development,17,4,technical degree,female,2,healthcare representative,married,104750,3,11,1,8.0,3,5,1,4,3,3,,,
3670,2.0,2.0,3.0,51,travel_frequently,research & development,20,3,medical,male,2,sales executive,married,148140,2,11,1,14.0,2,4,3,2,2,3,,,
3671,4.0,4.0,2.0,41,travel_frequently,research & development,1,3,life sciences,male,4,sales executive,divorced,191410,3,12,1,12.0,2,6,3,3,3,3,,,
3672,3.0,3.0,3.0,37,travel_rarely,research & development,2,2,medical,female,1,healthcare representative,married,54050,7,15,0,8.0,3,6,1,3,4,3,,,
3673,2.0,4.0,4.0,33,travel_frequently,research & development,2,3,medical,female,1,sales executive,married,87930,6,17,0,8.0,2,5,1,2,3,3,,,
3674,3.0,2.0,2.0,32,travel_rarely,research & development,1,4,medical,male,5,research director,married,191890,0,12,1,4.0,3,3,1,2,3,3,,,
3675,3.0,3.0,3.0,39,non-travel,research & development,29,2,life sciences,male,2,sales executive,married,38750,3,15,0,13.0,3,6,0,5,3,3,,,
3676,1.0,3.0,2.0,25,travel_rarely,research & development,7,4,life sciences,male,1,sales executive,married,22160,2,13,3,6.0,2,3,1,2,2,3,,,
3677,4.0,3.0,2.0,52,travel_frequently,research & development,2,1,life sciences,male,2,sales executive,married,117130,2,14,0,24.0,2,5,0,2,3,3,,,
3678,1.0,3.0,1.0,43,travel_rarely,research & development,2,2,medical,male,1,laboratory technician,single,78610,1,14,2,20.0,1,20,1,8,3,3,,,
3679,4.0,4.0,3.0,27,travel_rarely,research & development,2,4,life sciences,male,1,human resources,married,37080,1,16,2,6.0,2,6,4,4,3,3,,,
3680,4.0,3.0,3.0,27,travel_rarely,research & development,2,5,life sciences,female,1,research scientist,single,137700,1,18,1,8.0,3,8,7,7,4,3,2016-01-25,resignation,others
3681,1.0,4.0,3.0,26,travel_rarely,research & development,2,2,other,male,3,laboratory technician,single,53040,0,20,1,5.0,2,4,1,1,3,4,,,
3682,1.0,1.0,3.0,42,travel_rarely,sales,23,3,marketing,female,3,research scientist,married,26420,0,13,1,21.0,3,20,0,9,3,3,,,
3683,3.0,1.0,1.0,52,travel_rarely,research & development,5,2,life sciences,female,1,healthcare representative,married,27590,9,18,1,12.0,6,5,0,4,3,3,,,
3684,1.0,3.0,3.0,37,travel_rarely,research & development,20,5,life sciences,male,2,manager,single,68040,4,13,1,8.0,1,3,0,2,3,3,,,
3685,3.0,4.0,3.0,35,travel_frequently,research & development,6,4,medical,female,2,research director,single,61420,2,15,1,10.0,2,2,2,2,3,3,,,
3686,1.0,4.0,2.0,25,travel_rarely,research & development,1,4,medical,male,2,sales executive,married,25000,4,14,2,7.0,2,3,0,2,1,3,,,
3687,3.0,1.0,3.0,26,travel_rarely,research & development,29,4,life sciences,male,1,research scientist,single,63890,0,22,0,8.0,2,7,0,7,2,4,,,
3688,2.0,1.0,2.0,29,travel_rarely,sales,9,3,life sciences,male,1,laboratory technician,single,111030,1,12,0,10.0,5,10,0,9,2,3,,,
3689,1.0,1.0,3.0,49,travel_frequently,sales,6,5,medical,female,2,healthcare representative,single,23420,3,18,0,20.0,2,4,1,3,3,3,2016-02-03,resignation,others
3690,3.0,4.0,3.0,29,travel_frequently,sales,3,2,marketing,female,2,laboratory technician,single,68110,0,15,1,9.0,2,8,7,7,3,3,2016-06-26,resignation,others
3691,4.0,4.0,2.0,54,travel_rarely,sales,1,3,medical,female,2,manager,single,22970,6,18,2,29.0,2,20,12,7,2,3,,,
3692,4.0,1.0,3.0,58,travel_rarely,sales,22,3,life sciences,female,2,laboratory technician,married,24500,3,12,1,32.0,2,9,1,5,3,3,,,
3693,2.0,4.0,4.0,55,travel_rarely,research & development,7,3,life sciences,female,3,research scientist,divorced,50930,2,16,1,31.0,3,7,0,0,3,3,,,
3694,1.0,2.0,3.0,36,travel_rarely,research & development,1,3,medical,male,2,sales executive,single,53090,3,13,0,15.0,5,5,0,1,3,3,,,
3695,2.0,3.0,3.0,31,travel_frequently,sales,4,3,life sciences,male,2,manager,single,30570,1,19,0,1.0,3,1,0,0,3,3,2016-07-04,resignation,stress
3696,4.0,1.0,3.0,30,travel_rarely,sales,3,3,life sciences,male,3,sales executive,divorced,51210,7,13,0,8.0,4,3,0,2,3,3,,,
3697,1.0,2.0,4.0,31,travel_rarely,research & development,1,3,medical,male,1,laboratory technician,single,168560,3,12,1,9.0,3,3,1,0,3,3,,,
3698,4.0,1.0,3.0,34,travel_frequently,sales,2,1,marketing,female,5,manager,divorced,26860,5,11,0,10.0,3,4,1,3,4,3,,,
3699,1.0,2.0,4.0,31,travel_rarely,sales,20,3,technical degree,male,1,research scientist,single,61800,1,14,1,1.0,2,1,0,0,1,3,2016-04-02,resignation,others
3700,2.0,1.0,4.0,27,travel_rarely,human resources,11,4,medical,male,4,sales executive,married,66320,0,16,0,6.0,3,5,1,4,3,3,,,
3701,1.0,4.0,2.0,36,travel_rarely,sales,1,3,marketing,male,2,research scientist,single,35050,1,12,2,10.0,2,10,1,8,2,3,,,
3702,3.0,1.0,2.0,36,travel_rarely,research & development,24,3,other,female,3,research director,married,63970,4,14,1,11.0,3,3,0,2,3,3,,,
3703,1.0,4.0,2.0,47,travel_rarely,research & development,23,4,life sciences,female,2,sales executive,married,62740,7,14,2,17.0,0,6,1,2,3,3,,,
3704,1.0,1.0,3.0,25,travel_rarely,sales,16,4,life sciences,male,2,research scientist,married,198590,3,19,0,6.0,3,3,2,2,2,3,2016-03-24,resignation,salary
3705,3.0,3.0,1.0,37,non-travel,sales,8,4,medical,male,1,healthcare representative,single,75870,0,22,1,7.0,5,6,1,3,3,4,,,
3706,1.0,1.0,4.0,56,travel_rarely,research & development,10,4,other,male,2,sales representative,married,42580,2,16,0,5.0,2,3,1,0,3,3,,,
3707,1.0,3.0,4.0,47,travel_rarely,research & development,3,2,medical,male,2,laboratory technician,married,43640,3,11,1,26.0,3,20,5,6,3,3,,,
3708,4.0,3.0,3.0,24,travel_rarely,research & development,5,1,other,male,1,manufacturing director,married,43350,1,15,1,5.0,5,5,0,3,3,3,,,
3709,4.0,4.0,2.0,32,travel_rarely,sales,4,3,marketing,male,1,research scientist,married,53260,4,14,1,7.0,2,4,0,3,3,3,,,
3710,4.0,2.0,2.0,34,travel_rarely,research & development,9,2,medical,male,1,sales executive,married,32800,5,13,0,7.0,3,5,0,2,3,3,,,
3711,2.0,3.0,2.0,41,travel_rarely,research & development,26,3,medical,female,3,sales executive,married,54850,2,17,2,7.0,2,4,0,3,3,3,,,
3712,3.0,3.0,4.0,40,non-travel,sales,3,2,life sciences,male,1,sales executive,divorced,43420,3,11,1,11.0,6,8,0,7,2,3,,,
3713,1.0,4.0,3.0,31,travel_rarely,research & development,16,3,medical,male,2,human resources,divorced,27820,1,19,1,13.0,5,13,9,9,3,3,,,
3714,1.0,4.0,4.0,46,travel_rarely,research & development,18,1,medical,male,1,manufacturing director,divorced,59800,4,11,1,28.0,2,7,4,3,3,3,2016-10-14,resignation,salary
3716,3.0,2.0,3.0,31,travel_frequently,sales,2,3,medical,male,2,sales executive,single,25720,1,13,3,10.0,3,10,4,7,3,3,2016-05-18,resignation,stress
3717,2.0,1.0,3.0,45,travel_rarely,sales,10,2,marketing,male,1,sales executive,divorced,38330,2,14,0,24.0,1,7,0,7,3,3,,,
3718,4.0,2.0,3.0,31,travel_rarely,research & development,16,4,life sciences,male,3,human resources,single,42440,9,13,0,8.0,3,3,0,2,3,3,,,
3719,2.0,4.0,1.0,31,travel_frequently,research & development,7,4,life sciences,male,1,laboratory technician,married,65000,6,23,1,7.0,5,2,2,2,3,4,2016-06-27,resignation,others
3720,2.0,4.0,4.0,45,travel_rarely,research & development,1,2,life sciences,female,1,research scientist,married,184300,4,12,1,10.0,5,3,1,2,3,3,,,
3721,3.0,1.0,3.0,48,travel_rarely,research & development,24,3,technical degree,male,2,research scientist,divorced,16010,4,12,0,15.0,3,2,2,2,3,3,,,
3722,1.0,3.0,3.0,34,travel_rarely,research & development,7,4,medical,male,2,research scientist,married,26940,1,16,1,2.0,3,2,2,2,3,3,2016-10-09,resignation,others
3723,4.0,2.0,3.0,40,non-travel,research & development,25,4,other,female,1,sales executive,divorced,31490,2,15,1,16.0,1,9,4,8,2,3,,,
3724,4.0,1.0,3.0,28,travel_rarely,research & development,1,2,technical degree,female,1,research scientist,single,176390,0,13,1,6.0,0,5,1,3,3,3,,,
3725,3.0,3.0,3.0,44,non-travel,research & development,5,3,life sciences,male,1,laboratory technician,single,23190,3,18,0,7.0,4,5,0,3,2,3,,,
3726,4.0,2.0,2.0,53,travel_rarely,research & development,2,4,technical degree,male,2,manager,single,116910,4,20,0,35.0,2,9,8,8,3,4,,,
3727,1.0,3.0,2.0,49,travel_rarely,research & development,7,3,life sciences,male,3,laboratory technician,married,53240,2,19,0,20.0,2,3,1,2,1,3,,,
3728,3.0,3.0,4.0,40,travel_rarely,research & development,2,4,life sciences,male,3,laboratory technician,divorced,167520,2,18,1,8.0,3,3,1,2,3,3,,,
3729,4.0,2.0,2.0,44,travel_rarely,research & development,5,1,other,male,3,research scientist,single,52280,1,13,0,6.0,2,5,1,3,4,3,,,
3730,4.0,1.0,3.0,33,travel_frequently,human resources,10,3,medical,female,2,sales executive,married,27000,0,14,3,5.0,2,4,0,3,3,3,,,
3731,4.0,1.0,3.0,34,travel_rarely,research & development,10,4,life sciences,female,1,sales representative,single,192460,3,15,1,15.0,5,13,3,12,3,3,,,
